_id,ltable_Id,rtable_Id,ltable_Artist,ltable_TrackName,ltable_Released,ltable_Time,rtable_Artist,rtable_TrackName,rtable_Released,rtable_Time
295,1332,s_2520, Katy Perry, This Moment,22-Oct-13, 3:46,Kem,Cherish This Moment,25-Feb-03,4:13
296,1341,s_93, Katy Perry, Thinking of You,17-Jun-08, 4:06,Ed Sheeran,Thinking Out Loud,23-Jun-14,4:41
297,1346,s_1363, Katy Perry, Lost,17-Jun-08, 4:15,Gareth Emery,Lost,1-Apr-16,4:31
298,1346,s_1935, Katy Perry, Lost,17-Jun-08, 4:15,Maxwell,Lost,1-Jul-16,3:57
299,1348,s_530, Katy Perry, I'm Still Breathing,17-Jun-08, 3:48,Elton John,I'm Still Standing,12-Nov-02,3:04
300,1360,s_991, Katy Perry, Pearl,23-Mar-12, 4:07,Sade,Pearls,8-Jan-16,4:33
301,1365,s_702, Katy Perry, Wide Awake,23-Mar-12, 3:40,Daya,Hide Away,7-Oct-16,3:12
302,1378,s_1700, Katy Perry, Ghost,1-Jan-13, 3:23,Conjure One,Ghost,20-Nov-15,5:22
303,1379,s_1364, Katy Perry, Love Me,1-Jan-13, 3:52,Gareth Emery,Save Me,1-Apr-16,6:14
304,1379,s_2183, Katy Perry, Love Me,1-Jan-13, 3:52,Anthony Hamilton,Save Me,25-Mar-16,3:55
305,1379,s_448, Katy Perry, Love Me,1-Jan-13, 3:52,Meghan Trainor,I Love Me,13-May-16,2:47
306,1380,s_2520, Katy Perry, This Moment,1-Jan-13, 3:46,Kem,Cherish This Moment,25-Feb-03,4:13
307,1393,s_991, Katy Perry, Pearl,24-Aug-10, 4:07,Sade,Pearls,8-Jan-16,4:33
308,1405,s_991, Katy Perry, Pearl,24-Aug-10, 4:07,Sade,Pearls,8-Jan-16,4:33
309,1417,s_991, Katy Perry, Pearl,23-Mar-12, 4:07,Sade,Pearls,8-Jan-16,4:33
310,1422,s_702, Katy Perry, Wide Awake,23-Mar-12, 3:40,Daya,Hide Away,7-Oct-16,3:12
311,1431,s_1335, Katy Perry, Lost (Live),13-Nov-09, 4:59,ODESZA,Bloom (Live),18-Sep-15,3:30
312,1438,s_1335, Katy Perry, Lost (Live),13-Nov-09, 4:59,ODESZA,Bloom (Live),18-Sep-15,3:30
313,1441,s_2468, Katy Perry, Interview (Live),13-Nov-09, 8:23,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
314,1448,s_2504, Katy Perry, Use Your Love,20-Nov-07, 3:03,The Rolling Stones,All Of Your Love,2-Dec-16,
315,1448,s_287, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,26-May-15,3:03
316,1448,s_329, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,1-Jul-16,3:03
317,1449,s_1363, Katy Perry, Lost,20-Nov-07, 4:20,Gareth Emery,Lost,1-Apr-16,4:31
318,1449,s_1935, Katy Perry, Lost,20-Nov-07, 4:20,Maxwell,Lost,1-Jul-16,3:57
319,1461,s_2504, Katy Perry, Use Your Love,20-Nov-07, 3:03,The Rolling Stones,All Of Your Love,2-Dec-16,
320,1461,s_287, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,26-May-15,3:03
321,1461,s_329, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,1-Jul-16,3:03
322,1462,s_1363, Katy Perry, Lost,20-Nov-07, 4:21,Gareth Emery,Lost,1-Apr-16,4:31
323,1462,s_1935, Katy Perry, Lost,20-Nov-07, 4:21,Maxwell,Lost,1-Jul-16,3:57
324,1477,s_991, Katy Perry, Pearl,24-Aug-10, 4:07,Sade,Pearls,8-Jan-16,4:33
325,1493,s_991, Katy Perry, Pearl,24-Aug-10, 4:07,Sade,Pearls,8-Jan-16,4:33
326,1504,s_1335, Katy Perry, Lost (Live),13-Nov-09, 4:59,ODESZA,Bloom (Live),18-Sep-15,3:30
327,1534,s_2207, Drake, U With Me?,29-Apr-16, 4:57,Nathan Feuerstein,With Me,29-Nov-10,4:17
328,1538,s_2268, Drake, Redemption,29-Apr-16, 5:33,Monophonics,Deception,6-Oct-14,4:52
329,1542,s_1116, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:14
330,1542,s_2820, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:53
331,1555,s_113, Drake, Know Yourself,13-Feb-15, 4:35,Justin Bieber,Love Yourself,13-Nov-15,3:53
332,1555,s_633, Drake, Know Yourself,13-Feb-15, 4:35,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
333,1565,s_116, Drake, Company (feat. Travi$ Scott),13-Feb-15, 4:12,Justin Bieber,No Sense [feat. Travis Scott],13-Nov-15,4:35
334,1567,s_1956, Drake, Jungle,13-Feb-15, 5:20,H.E.R.,Jungle,9-Sep-16,5:04
335,1577,s_2945, Drake, Connect,24-Sep-13, 4:56,Daft Punk,Contact,21-May-13,6:23
336,1578,s_1389, Drake, Language,24-Sep-13, 3:44,Armin van Buuren,Body Language,19-Aug-16,2:11
337,1578,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
338,1578,s_416, Drake, Language,24-Sep-13, 3:44,Carly Rae Jepsen,Body Language,26-Aug-16,2:53
339,1596,s_1234, Drake, Doing It Wrong,15-Nov-11, 4:25,Jamestown Revival,Done Me Wrong,7-Oct-16,4:03
340,1620,s_1012, Drake, Up All Night,"Jan 01,2010", 3:54,Beyonce,All Night,25-Apr-16,5:22
341,1620,s_1189, Drake, Up All Night,"Jan 01,2010", 3:54,Charlie Puth,Up All Night,29-Jan-16,3:10
342,1620,s_2572, Drake, Up All Night,"Jan 01,2010", 3:54,DeBarge,Dance All Night,25-Mar-97,4:04
343,1620,s_38, Drake, Up All Night,"Jan 01,2010", 3:54,Beyonce,All Night,25-Apr-16,5:21
344,1620,s_756, Drake, Up All Night,"Jan 01,2010", 3:54,Huey Lewis And The News,It's All Right,23-May-06,3:03
345,1624,s_1073, Drake, Light Up,"Jan 01,2010", 4:34,OneRepublic,Light It Up,14-Apr-14,4:10
346,1624,s_301, Drake, Light Up,"Jan 01,2010", 4:34,Ingrid Michaelson,Light Me Up,26-Aug-16,4:07
347,1627,s_2253, Drake, Find Your Love,"Jan 01,2010", 3:28,Kem,Find Your Way,17-May-05,4:33
348,1627,s_2504, Drake, Find Your Love,"Jan 01,2010", 3:28,The Rolling Stones,All Of Your Love,2-Dec-16,
349,1627,s_287, Drake, Find Your Love,"Jan 01,2010", 3:28,Grace,Feel Your Love,26-May-15,3:03
350,1627,s_329, Drake, Find Your Love,"Jan 01,2010", 3:28,Grace,Feel Your Love,1-Jul-16,3:03
351,1648,s_1234, Drake, Doing It Wrong,15-Nov-11, 4:25,Jamestown Revival,Done Me Wrong,7-Oct-16,4:03
352,1661,s_1012, Drake, Up All Night,1-Jan-10, 3:54,Beyonce,All Night,25-Apr-16,5:22
353,1661,s_1189, Drake, Up All Night,1-Jan-10, 3:54,Charlie Puth,Up All Night,29-Jan-16,3:10
354,1661,s_2572, Drake, Up All Night,1-Jan-10, 3:54,DeBarge,Dance All Night,25-Mar-97,4:04
355,1661,s_38, Drake, Up All Night,1-Jan-10, 3:54,Beyonce,All Night,25-Apr-16,5:21
356,1661,s_756, Drake, Up All Night,1-Jan-10, 3:54,Huey Lewis And The News,It's All Right,23-May-06,3:03
357,1665,s_1073, Drake, Light Up,1-Jan-10, 4:34,OneRepublic,Light It Up,14-Apr-14,4:10
358,1665,s_301, Drake, Light Up,1-Jan-10, 4:34,Ingrid Michaelson,Light Me Up,26-Aug-16,4:07
359,1668,s_2253, Drake, Find Your Love,1-Jan-10, 3:28,Kem,Find Your Way,17-May-05,4:33
360,1668,s_2504, Drake, Find Your Love,1-Jan-10, 3:28,The Rolling Stones,All Of Your Love,2-Dec-16,
361,1668,s_287, Drake, Find Your Love,1-Jan-10, 3:28,Grace,Feel Your Love,26-May-15,3:03
362,1668,s_329, Drake, Find Your Love,1-Jan-10, 3:28,Grace,Feel Your Love,1-Jul-16,3:03
363,1678,s_2945, Drake, Connect,24-Sep-13, 4:56,Daft Punk,Contact,21-May-13,6:23
364,1679,s_1389, Drake, Language,24-Sep-13, 3:44,Armin van Buuren,Body Language,19-Aug-16,2:11
365,1679,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
366,1679,s_416, Drake, Language,24-Sep-13, 3:44,Carly Rae Jepsen,Body Language,26-Aug-16,2:53
367,1686,s_113, Drake, Know Yourself,13-Feb-15, 4:35,Justin Bieber,Love Yourself,13-Nov-15,3:53
368,1686,s_633, Drake, Know Yourself,13-Feb-15, 4:35,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
369,1696,s_116, Drake, Company (feat. Travi$ Scott),13-Feb-15, 4:12,Justin Bieber,No Sense [feat. Travis Scott],13-Nov-15,4:35
370,1698,s_1956, Drake, Jungle,13-Feb-15, 5:20,H.E.R.,Jungle,9-Sep-16,5:04
371,1708,s_2945, Drake, Connect,24-Sep-13, 4:56,Daft Punk,Contact,21-May-13,6:23
372,1709,s_1389, Drake, Language,24-Sep-13, 3:44,Armin van Buuren,Body Language,19-Aug-16,2:11
373,1709,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
374,1709,s_416, Drake, Language,24-Sep-13, 3:44,Carly Rae Jepsen,Body Language,26-Aug-16,2:53
375,1717,s_2207, Drake, U With Me?,29-Apr-16, 4:57,Nathan Feuerstein,With Me,29-Nov-10,4:17
376,1721,s_2268, Drake, Redemption,29-Apr-16, 5:33,Monophonics,Deception,6-Oct-14,4:52
377,1725,s_1116, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:14
378,1725,s_2820, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:53
379,1761,s_2945, Drake, Connect,24-Sep-13, 4:56,Daft Punk,Contact,21-May-13,6:23
380,1762,s_1389, Drake, Language,24-Sep-13, 3:44,Armin van Buuren,Body Language,19-Aug-16,2:11
381,1762,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
382,1762,s_416, Drake, Language,24-Sep-13, 3:44,Carly Rae Jepsen,Body Language,26-Aug-16,2:53
383,1768,s_1345, Page, I'm Still Fly (Instrumental),12-Jul-11, 3:39,ODESZA,It's Only (Instrumental),18-Sep-15,4:20
384,1788,s_1721, Drake, Right Hand,3-Aug-15, 3:10,Skrillex,Right In,8-Nov-11,3:00
385,1789,s_1721, Drake, Right Hand,31-Jul-15, 3:10,Skrillex,Right In,8-Nov-11,3:00
386,1834,s_415,"Drake, Kanye West, Lil Wayne & Eminem", Forever,15-Sep-09, 5:57,Carly Rae Jepsen,Fever,26-Aug-16,3:05
387,1853,s_1043, Beyoncé, Heaven,13-Dec-13, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
388,1853,s_2254, Beyoncé, Heaven,13-Dec-13, 3:50,Kem,Heaven,17-May-05,6:22
389,1873,s_1002, Beyoncé, Pray You Catch Me,23-Apr-16, 3:15,Beyonce,Pray You Catch Me,25-Apr-16,3:16
390,1873,s_28, Beyoncé, Pray You Catch Me,23-Apr-16, 3:15,Beyonce,Pray You Catch Me,25-Apr-16,3:16
391,1874,s_825, Beyoncé, Hold Up,23-Apr-16, 3:41,Shawn Mendes,Hold On,23-Sep-16,3:19
392,1876,s_112, Beyoncé, Sorry,23-Apr-16, 3:52,Justin Bieber,Sorry,13-Nov-15,3:20
393,1878,s_1007, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
394,1878,s_33, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
395,1879,s_1008, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
396,1879,s_34, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
397,1883,s_1012, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:22
398,1883,s_1189, Beyoncé, All Night,23-Apr-16, 5:21,Charlie Puth,Up All Night,29-Jan-16,3:10
399,1883,s_2572, Beyoncé, All Night,23-Apr-16, 5:21,DeBarge,Dance All Night,25-Mar-97,4:04
400,1883,s_38, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:21
401,1883,s_756, Beyoncé, All Night,23-Apr-16, 5:21,Huey Lewis And The News,It's All Right,23-May-06,3:03
402,1906,s_2196, Beyoncé, I Miss You,29-Mar-13, 2:58,Nathan Feuerstein,Miss You,29-Nov-10,4:15
403,1906,s_2514, Beyoncé, I Miss You,29-Mar-13, 2:58,Kem,Miss You,25-Feb-03,4:27
404,1906,s_956, Beyoncé, I Miss You,29-Mar-13, 2:58,Adele,I Miss You,20-Nov-15,5:48
405,1907,s_1709, Beyoncé, Dance For You,29-Mar-13, 6:15,Madonna,Crazy For You,12-Feb-13,3:45
406,1922,s_1765, Beyoncé, Save the Hero (Bonus Track),18-Nov-08, 4:33,John Carpenter,Real Xeno (Bonus Track),15-Apr-16,4:30
407,1926,s_935, Beyoncé, Sweet Dreams,18-Nov-08, 3:28,Taylor Swift,Wildest Dreams,27-Oct-14,3:40
408,1932,s_732, Beyoncé, Be With You,24-Jun-03, 4:20,Gwen Stefani,Me Without You,18-Mar-16,3:33
409,1955,s_1043, Beyoncé, Heaven,13-Dec-13, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
410,1955,s_2254, Beyoncé, Heaven,13-Dec-13, 3:50,Kem,Heaven,17-May-05,6:22
411,1975,s_1002, Beyoncé, Pray You Catch Me,23-Apr-16, 3:16,Beyonce,Pray You Catch Me,25-Apr-16,3:16
412,1975,s_28, Beyoncé, Pray You Catch Me,23-Apr-16, 3:16,Beyonce,Pray You Catch Me,25-Apr-16,3:16
413,1976,s_825, Beyoncé, Hold Up,23-Apr-16, 3:41,Shawn Mendes,Hold On,23-Sep-16,3:19
414,1978,s_112, Beyoncé, Sorry,23-Apr-16, 3:52,Justin Bieber,Sorry,13-Nov-15,3:20
415,1980,s_1007, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
416,1980,s_33, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
417,1981,s_1008, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
418,1981,s_34, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
419,1985,s_1012, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:22
420,1985,s_1189, Beyoncé, All Night,23-Apr-16, 5:21,Charlie Puth,Up All Night,29-Jan-16,3:10
421,1985,s_2572, Beyoncé, All Night,23-Apr-16, 5:21,DeBarge,Dance All Night,25-Mar-97,4:04
422,1985,s_38, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:21
423,1985,s_756, Beyoncé, All Night,23-Apr-16, 5:21,Huey Lewis And The News,It's All Right,23-May-06,3:03
424,1991,s_1342, Beyoncé, Beautiful Liar (Instrumental),20-Mar-07, 3:19,ODESZA,White Lies (Instrumental),18-Sep-15,4:37
425,2030,s_2468, Beyoncé, Intro (Live),26-Nov-10, 1:11,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
426,2030,s_2481, Beyoncé, Intro (Live),26-Nov-10, 1:11,Tye Tribbett & G.A.,Victory (Live),23-May-06,4:09
427,2053,s_2468, Beyoncé, Halo (Live),26-Nov-10, 6:31,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
428,2054,s_2468, Beyoncé, Outro (Live),26-Nov-10, 1:58,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
429,2054,s_2481, Beyoncé, Outro (Live),26-Nov-10, 1:58,Tye Tribbett & G.A.,Victory (Live),23-May-06,4:09
430,2067,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
431,2067,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
432,2135,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
433,2135,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
434,2171,s_1765, Beyoncé, Save the Hero (Bonus Track),17-Nov-08, 4:33,John Carpenter,Real Xeno (Bonus Track),15-Apr-16,4:30
435,2176,s_935, Beyoncé, Sweet Dreams,17-Nov-08, 3:28,Taylor Swift,Wildest Dreams,27-Oct-14,3:40
436,2178,s_1981, Beyoncé, Hello,17-Nov-08, 4:16,Lionel Richie,Hello,31-Jan-12,4:08
437,2178,s_2341, Beyoncé, Hello,17-Nov-08, 4:16,Prince,Hello,14-Jun-11,3:24
438,2178,s_954, Beyoncé, Hello,17-Nov-08, 4:16,Adele,Hello,20-Nov-15,4:55
439,2193,s_1582, Beyoncé, Halo (Radio Edit),13-Apr-09, 3:44,Tears For Fears,Change (Radio Edit),25-Sep-01,3:58
440,2193,s_539, Beyoncé, Halo (Radio Edit),13-Apr-09, 3:44,Elton John,Believe (Radio Edit),12-Nov-02,4:52
441,2217,s_935, Beyoncé, Sweet Dreams,21-Jul-09, 3:29,Taylor Swift,Wildest Dreams,27-Oct-14,3:40
442,2248,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
443,2248,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
444,2303,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
445,2303,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
446,2339,s_415, Beyoncé, Fever,8-Feb-10, 3:32,Carly Rae Jepsen,Fever,26-Aug-16,3:05
447,2374,s_2008, Beyoncé & Bilal, Everything I Do,18-May-04, 4:21,After 7,Everything,14-Oct-16,
